customer_id,segment,product_type,channel,campaign_id,sent_date,opened,clicked,response_flag,complaint_flag,escalation_flag,engagement_score,sentiment_text,premium_bucket,tenure_months,days_since_last_contact,opt_out_flag,needs_intervention
CUST_446401,Basic,Auto,Email,CAMP_001,2026-03-01,0,0,0,0,0,0.0,negative,Mid,41,34,0,1
CUST_766759,Premium,Auto,Phone,CAMP_002,2026-02-16,0,0,0,0,0,0.0,negative,Mid,13,141,0,1
CUST_001856,Premium,Auto,SMS,CAMP_009,2026-03-07,0,0,0,0,0,0.0,negative,Mid,75,83,0,0
CUST_014626,Premium,Home,Email,CAMP_004,2026-03-07,1,0,0,0,0,0.35,mixed,Low,115,109,0,0
CUST_212468,Basic,Life,Email,CAMP_007,2026-04-14,0,0,0,1,0,0.0,negative,Low,120,67,1,1
CUST_594589,Standard,Home,Direct Mail,CAMP_004,2026-04-17,1,0,1,0,0,0.6,neutral,Mid,13,49,0,0
CUST_674403,Premium,Home,SMS,CAMP_003,2026-03-16,1,0,0,0,0,0.35,mixed,Mid,96,108,0,0
CUST_236981,Standard,Auto,Email,CAMP_007,2026-04-01,0,0,1,0,0,0.25,mixed,Mid,44,53,0,0
CUST_132060,Premium,Auto,Email,CAMP_003,2026-04-05,0,0,0,0,0,0.0,negative,Mid,101,180,0,1
CUST_117181,Standard,Health,Direct Mail,CAMP_002,2026-03-27,0,0,0,0,0,0.0,negative,High,73,132,0,1
CUST_557137,Standard,Life,Phone,CAMP_006,2026-04-07,1,0,0,0,0,0.25,mixed,Mid,88,148,1,0
CUST_244150,Standard,Auto,Phone,CAMP_002,2026-02-05,1,0,0,0,0,0.35,mixed,Low,101,51,0,0
CUST_632202,Standard,Health,SMS,CAMP_002,2026-03-12,0,0,0,0,0,0.0,negative,Mid,108,5,0,1
CUST_070107,Standard,Health,Phone,CAMP_008,2026-03-30,0,0,0,0,0,0.0,negative,Mid,18,8,0,1
CUST_675821,Standard,Health,Email,CAMP_006,2026-03-17,0,0,0,0,0,0.0,negative,High,87,155,0,1
CUST_805753,Premium,Auto,Phone,CAMP_006,2026-04-08,1,0,0,0,0,0.35,mixed,Mid,17,158,0,1
CUST_610903,Premium,Life,Email,CAMP_002,2026-02-26,0,0,0,0,0,0.0,negative,Mid,114,122,0,1
CUST_270307,Basic,Health,SMS,CAMP_002,2026-04-25,0,0,0,0,0,0.0,negative,Low,76,106,0,0
CUST_955249,Basic,Health,Direct Mail,CAMP_004,2026-02-09,0,0,1,0,0,0.25,mixed,Mid,24,37,0,0
CUST_100826,Standard,Auto,Direct Mail,CAMP_004,2026-04-11,0,0,0,0,0,0.0,negative,High,36,137,0,1
CUST_910744,Standard,Health,SMS,CAMP_005,2026-04-05,1,0,0,0,0,0.35,mixed,High,108,93,0,0
CUST_111180,Basic,Home,SMS,CAMP_002,2026-02-05,1,1,1,0,0,0.9,positive,Low,78,109,0,0
CUST_342119,Basic,Home,Phone,CAMP_009,2026-02-20,1,1,0,0,0,0.65,neutral,Low,28,4,0,0
CUST_952041,Basic,Life,Direct Mail,CAMP_004,2026-04-24,0,0,0,0,0,0.0,negative,Mid,99,93,0,0
CUST_966114,Standard,Health,Phone,CAMP_009,2026-04-01,0,0,0,0,0,0.0,negative,Mid,87,125,0,1
CUST_228358,Standard,Auto,Email,CAMP_005,2026-04-11,1,1,0,0,0,0.65,neutral,High,10,139,0,0
CUST_997193,Premium,Life,Email,CAMP_005,2026-04-15,0,0,1,0,0,0.25,mixed,Low,34,26,0,0
CUST_298314,Basic,Health,Phone,CAMP_002,2026-01-29,1,1,0,0,0,0.65,neutral,High,102,5,0,0
CUST_956397,Standard,Life,Phone,CAMP_007,2026-04-16,0,0,0,0,0,0.0,negative,Mid,43,154,0,1
CUST_616135,Standard,Home,Phone,CAMP_001,2026-04-03,1,1,0,0,0,0.65,neutral,Low,5,56,0,0
CUST_431834,Standard,Auto,SMS,CAMP_008,2026-02-20,1,0,0,0,0,0.35,mixed,Low,73,85,0,0
CUST_494992,Standard,Life,Email,CAMP_009,2026-02-25,1,0,0,0,0,0.25,mixed,Mid,108,113,1,0
CUST_634475,Premium,Life,Email,CAMP_004,2026-03-05,0,0,0,0,0,0.0,negative,Low,67,88,0,0
CUST_403779,Basic,Life,Phone,CAMP_009,2026-03-25,1,0,1,0,0,0.6,neutral,Mid,118,170,0,0
CUST_071181,Basic,Health,Email,CAMP_007,2026-02-22,0,0,0,0,0,0.0,negative,Mid,14,152,0,1
CUST_665690,Basic,Life,SMS,CAMP_001,2026-02-23,0,0,0,0,0,0.0,negative,Mid,81,71,0,0
CUST_784258,Standard,Life,Phone,CAMP_003,2026-03-19,1,0,1,0,0,0.6,neutral,Low,78,34,0,0
CUST_990950,Standard,Auto,Phone,CAMP_007,2026-04-05,1,1,0,0,0,0.65,neutral,High,119,176,0,0
CUST_546387,Standard,Life,Email,CAMP_008,2026-03-09,0,0,0,0,0,0.0,negative,Mid,63,128,0,1
CUST_850192,Standard,Auto,Phone,CAMP_001,2026-02-14,0,0,1,0,0,0.25,mixed,Mid,99,136,0,0
CUST_541416,Premium,Life,Email,CAMP_007,2026-02-08,1,1,1,0,0,0.9,positive,Mid,18,83,0,0
CUST_928350,Standard,Auto,Email,CAMP_009,2026-04-14,1,1,0,0,0,0.55,neutral,Mid,6,87,1,0
CUST_954636,Premium,Health,Email,CAMP_001,2026-03-14,1,1,0,0,0,0.65,neutral,High,86,32,0,0
CUST_861241,Standard,Home,Email,CAMP_009,2026-02-04,0,0,0,0,0,0.0,negative,Mid,1,77,0,0
CUST_031791,Standard,Home,Direct Mail,CAMP_006,2026-03-03,0,0,0,0,0,0.0,negative,Mid,105,98,0,0
CUST_092006,Premium,Auto,Direct Mail,CAMP_007,2026-01-31,0,0,0,0,0,0.0,negative,Low,3,23,0,1
CUST_055254,Premium,Auto,Email,CAMP_001,2026-02-16,0,0,0,0,0,0.0,negative,Low,83,115,1,0
CUST_712791,Standard,Health,Phone,CAMP_007,2026-02-10,0,0,1,0,0,0.15,negative,Mid,55,111,1,0
CUST_771559,Premium,Home,SMS,CAMP_005,2026-04-23,1,0,0,0,0,0.35,mixed,Low,78,152,0,1
CUST_177953,Basic,Life,Phone,CAMP_004,2026-03-04,0,0,1,0,0,0.25,mixed,Mid,75,9,0,0
CUST_303378,Standard,Health,Phone,CAMP_008,2026-02-13,1,0,0,0,0,0.35,mixed,High,54,40,0,0
CUST_980818,Standard,Life,SMS,CAMP_003,2026-03-29,0,0,0,0,0,0.0,negative,Mid,58,77,0,0
CUST_860178,Standard,Auto,Email,CAMP_001,2026-04-29,1,0,0,0,0,0.35,mixed,Low,61,159,0,1
CUST_120103,Premium,Home,Email,CAMP_005,2026-03-13,0,0,0,0,0,0.0,negative,Mid,82,43,0,1
CUST_845653,Basic,Home,SMS,CAMP_008,2026-02-14,0,0,0,0,0,0.0,negative,Low,86,175,0,1
CUST_452221,Standard,Home,Direct Mail,CAMP_002,2026-03-13,1,0,0,0,0,0.35,mixed,Mid,54,173,0,1
CUST_979817,Basic,Auto,SMS,CAMP_010,2026-03-26,0,0,1,0,0,0.25,mixed,Mid,43,17,0,0
CUST_803930,Premium,Life,Email,CAMP_007,2026-04-17,1,0,0,0,0,0.35,mixed,Mid,6,65,0,0
CUST_339343,Standard,Home,Email,CAMP_010,2026-02-10,0,0,0,0,0,0.0,negative,Mid,94,46,0,0
CUST_006374,Standard,Home,Direct Mail,CAMP_005,2026-03-20,0,0,0,0,0,0.0,negative,Mid,28,88,0,0
CUST_849616,Basic,Home,Email,CAMP_002,2026-02-01,1,0,1,0,0,0.6,neutral,Low,53,167,0,0
CUST_033200,Standard,Home,Phone,CAMP_002,2026-03-16,1,1,0,0,0,0.65,neutral,Low,120,67,0,0
CUST_006874,Standard,Auto,SMS,CAMP_006,2026-01-30,0,0,0,0,0,0.0,negative,Mid,95,119,0,0
CUST_249396,Standard,Home,Email,CAMP_006,2026-03-08,0,0,1,0,0,0.25,mixed,High,42,24,0,0
CUST_763941,Standard,Health,Email,CAMP_008,2026-03-15,0,0,0,0,0,0.0,negative,Low,57,103,0,0
CUST_361600,Standard,Life,Email,CAMP_008,2026-04-28,0,0,0,0,0,0.0,negative,Low,39,63,0,0
CUST_003064,Standard,Life,Email,CAMP_008,2026-02-15,1,0,0,0,0,0.35,mixed,Low,76,166,0,1
CUST_553569,Premium,Health,Phone,CAMP_006,2026-02-20,1,0,0,0,0,0.35,mixed,Mid,19,140,0,1
CUST_019863,Basic,Life,Phone,CAMP_001,2026-03-22,1,0,0,0,0,0.35,mixed,Low,115,38,0,0
CUST_414639,Basic,Auto,Email,CAMP_006,2026-02-12,0,0,0,0,0,0.0,negative,Mid,119,112,0,0
CUST_205034,Premium,Home,SMS,CAMP_009,2026-02-03,1,0,1,0,0,0.6,neutral,Low,36,61,0,0
CUST_950806,Standard,Home,Email,CAMP_009,2026-03-14,0,0,0,0,0,0.0,negative,Mid,28,79,0,0
CUST_584397,Premium,Home,Email,CAMP_009,2026-02-19,1,0,0,0,0,0.35,mixed,Low,65,83,0,0
CUST_495889,Standard,Auto,Phone,CAMP_001,2026-03-31,1,0,0,0,0,0.35,mixed,Mid,78,148,0,1
CUST_879026,Standard,Auto,Phone,CAMP_005,2026-02-06,1,0,0,0,0,0.35,mixed,Low,78,52,0,0
CUST_996582,Standard,Home,Phone,CAMP_007,2026-01-30,1,0,0,0,0,0.25,mixed,Mid,6,0,1,0
CUST_006118,Basic,Health,Email,CAMP_003,2026-02-18,0,0,0,0,0,0.0,negative,High,86,34,0,1
CUST_354502,Basic,Life,SMS,CAMP_005,2026-04-16,0,0,1,0,0,0.25,mixed,Low,8,149,0,0
CUST_662815,Premium,Health,Email,CAMP_001,2026-03-20,1,0,0,0,0,0.35,mixed,High,42,53,0,0
CUST_236801,Basic,Auto,Direct Mail,CAMP_002,2026-02-23,1,1,1,1,0,0.65,neutral,Low,87,10,1,1
CUST_396244,Standard,Home,SMS,CAMP_001,2026-03-24,0,0,0,0,0,0.0,negative,Mid,107,72,0,0
CUST_799216,Premium,Life,Direct Mail,CAMP_010,2026-03-28,0,0,0,0,0,0.0,negative,Mid,77,157,0,1
CUST_694149,Standard,Home,Email,CAMP_009,2026-03-10,1,0,0,0,0,0.35,mixed,Low,20,158,0,1
CUST_842708,Standard,Home,SMS,CAMP_005,2026-02-13,1,0,0,0,0,0.35,mixed,Mid,82,171,0,1
CUST_004534,Basic,Home,Phone,CAMP_001,2026-03-03,0,0,1,0,0,0.25,mixed,Low,5,123,0,0
CUST_307284,Basic,Auto,Email,CAMP_004,2026-04-18,0,0,0,0,0,0.0,negative,Mid,28,148,0,1
CUST_572231,Standard,Health,SMS,CAMP_005,2026-04-02,1,0,0,1,0,0.2,negative,Mid,15,139,0,1
CUST_458631,Basic,Health,SMS,CAMP_002,2026-03-02,1,0,0,0,0,0.35,mixed,High,119,3,0,0
CUST_263296,Standard,Auto,Direct Mail,CAMP_007,2026-04-20,0,0,0,0,0,0.0,negative,Low,45,75,0,0
CUST_181121,Standard,Home,Email,CAMP_010,2026-02-15,0,0,0,0,0,0.0,negative,High,68,95,0,0
CUST_707693,Standard,Life,Direct Mail,CAMP_009,2026-02-13,0,0,1,0,0,0.25,mixed,Low,95,83,0,0
CUST_587512,Basic,Health,Email,CAMP_009,2026-01-30,1,0,1,0,0,0.6,neutral,Mid,117,150,0,0
CUST_564280,Premium,Health,SMS,CAMP_009,2026-02-06,1,0,1,0,0,0.6,neutral,Low,120,177,0,0
CUST_675554,Premium,Home,SMS,CAMP_001,2026-02-26,0,0,0,0,0,0.0,negative,Low,20,98,0,0
CUST_010279,Standard,Life,Email,CAMP_006,2026-02-02,0,0,0,0,0,0.0,negative,Low,48,17,0,1
CUST_169453,Basic,Health,Direct Mail,CAMP_006,2026-03-04,0,0,0,0,0,0.0,negative,Mid,49,65,1,0
CUST_312678,Basic,Health,Direct Mail,CAMP_002,2026-02-04,0,0,0,0,0,0.0,negative,Low,96,35,0,1
CUST_347416,Basic,Home,Direct Mail,CAMP_002,2026-02-01,0,0,0,0,0,0.0,negative,Mid,41,85,0,0
CUST_619288,Basic,Health,Direct Mail,CAMP_006,2026-03-23,0,0,0,0,0,0.0,negative,High,28,42,0,1
CUST_580163,Basic,Home,SMS,CAMP_008,2026-03-20,1,0,1,0,0,0.6,neutral,Low,91,14,0,0
CUST_657985,Standard,Auto,SMS,CAMP_003,2026-04-11,1,0,0,0,0,0.35,mixed,Low,60,31,0,0
CUST_060773,Standard,Health,Phone,CAMP_005,2026-03-11,1,1,0,0,0,0.65,neutral,Low,90,89,0,0
CUST_185972,Basic,Health,Email,CAMP_001,2026-04-17,1,0,1,0,0,0.6,neutral,Low,46,25,0,0
CUST_913558,Standard,Home,Phone,CAMP_002,2026-03-14,0,0,1,0,0,0.25,mixed,Mid,59,5,0,0
CUST_953880,Standard,Home,SMS,CAMP_006,2026-02-22,1,0,0,0,1,0.35,mixed,Mid,2,50,0,1
CUST_824699,Premium,Home,SMS,CAMP_006,2026-02-10,0,0,0,0,0,0.0,negative,Low,2,116,0,0
CUST_751344,Basic,Auto,Email,CAMP_008,2026-03-14,1,0,0,0,0,0.35,mixed,Low,1,114,0,0
CUST_858134,Standard,Health,Email,CAMP_010,2026-03-04,0,0,0,0,0,0.0,negative,Mid,22,70,0,0
CUST_366145,Basic,Auto,Email,CAMP_002,2026-03-16,0,0,0,0,0,0.0,negative,Low,42,120,0,0
CUST_974912,Standard,Life,Email,CAMP_004,2026-04-27,0,0,0,0,0,0.0,negative,Mid,7,34,0,1
CUST_221394,Premium,Auto,Email,CAMP_009,2026-02-02,0,0,0,0,0,0.0,negative,High,20,130,0,1
CUST_970605,Basic,Life,Email,CAMP_001,2026-03-02,1,1,0,0,0,0.65,neutral,Low,102,3,0,0
CUST_324898,Premium,Health,Email,CAMP_009,2026-02-10,1,0,0,0,0,0.35,mixed,Mid,103,24,0,0
CUST_721579,Premium,Life,SMS,CAMP_010,2026-04-11,1,1,1,0,0,0.9,positive,High,35,166,0,0
CUST_958320,Standard,Life,Email,CAMP_001,2026-03-18,0,0,0,0,0,0.0,negative,Mid,114,84,0,0
CUST_500794,Basic,Health,Phone,CAMP_002,2026-02-09,0,0,0,0,0,0.0,negative,Mid,15,100,0,0
CUST_404528,Premium,Health,Email,CAMP_007,2026-04-11,0,0,1,0,0,0.25,mixed,Mid,4,71,0,0
CUST_349436,Standard,Health,SMS,CAMP_005,2026-02-09,1,0,0,0,0,0.35,mixed,Mid,43,117,0,0
CUST_720557,Basic,Auto,Email,CAMP_010,2026-04-09,0,0,0,0,0,0.0,negative,Mid,32,135,0,1
CUST_878915,Basic,Life,SMS,CAMP_006,2026-04-29,0,0,0,0,0,0.0,negative,Mid,10,141,0,1
CUST_985319,Standard,Health,SMS,CAMP_007,2026-03-16,0,0,1,0,0,0.25,mixed,Mid,102,45,0,0
CUST_512922,Premium,Home,SMS,CAMP_003,2026-03-29,0,0,1,0,0,0.25,mixed,Mid,118,113,0,0
CUST_217356,Premium,Life,Email,CAMP_004,2026-01-31,1,0,0,0,0,0.35,mixed,Low,33,141,0,1
CUST_075108,Standard,Auto,SMS,CAMP_002,2026-03-30,1,0,0,0,0,0.35,mixed,High,38,74,0,0
CUST_763990,Premium,Health,Email,CAMP_002,2026-02-11,0,0,0,0,0,0.0,negative,Low,87,69,0,0
CUST_205259,Standard,Life,SMS,CAMP_002,2026-03-08,0,0,0,0,0,0.0,negative,Low,112,113,0,0
CUST_211793,Premium,Life,Email,CAMP_009,2026-03-16,1,0,0,0,0,0.35,mixed,Low,35,103,0,0
CUST_757440,Standard,Health,SMS,CAMP_001,2026-04-08,1,0,0,0,0,0.25,mixed,Low,82,45,1,0
CUST_283242,Standard,Auto,Email,CAMP_006,2026-04-10,0,0,0,0,0,0.0,negative,Mid,3,173,0,1
CUST_735914,Standard,Home,Phone,CAMP_006,2026-04-23,0,0,0,0,0,0.0,negative,Low,68,101,1,0
CUST_043007,Premium,Health,Email,CAMP_001,2026-04-07,0,0,0,0,0,0.0,negative,Mid,119,102,0,0
CUST_883710,Basic,Auto,Email,CAMP_009,2026-02-05,0,0,0,1,0,0.0,negative,Mid,58,37,0,1
CUST_391914,Basic,Health,Email,CAMP_006,2026-04-01,0,0,0,0,0,0.0,negative,Low,77,122,0,1
CUST_004120,Basic,Home,Email,CAMP_002,2026-02-13,0,0,0,0,0,0.0,negative,Low,83,166,0,1
CUST_382545,Premium,Life,SMS,CAMP_002,2026-04-25,0,0,1,1,0,0.1,negative,Mid,76,131,0,1
CUST_515987,Premium,Life,Phone,CAMP_008,2026-04-17,1,0,0,0,0,0.35,mixed,Mid,83,92,0,0
CUST_380918,Basic,Life,Phone,CAMP_007,2026-02-26,1,0,0,0,0,0.35,mixed,Low,107,115,0,0
CUST_628150,Standard,Health,Email,CAMP_005,2026-02-05,0,0,0,0,0,0.0,negative,Low,2,42,0,1
CUST_170560,Standard,Home,Email,CAMP_005,2026-04-21,0,0,0,0,0,0.0,negative,Low,107,10,0,1
CUST_349195,Standard,Auto,Phone,CAMP_001,2026-03-02,1,1,0,0,0,0.65,neutral,Low,109,115,0,0
CUST_989591,Standard,Home,Email,CAMP_001,2026-04-16,0,0,1,0,0,0.25,mixed,Low,109,32,0,0
CUST_077242,Basic,Life,Email,CAMP_006,2026-02-05,0,0,0,0,0,0.0,negative,High,45,16,0,1
CUST_958153,Standard,Health,Phone,CAMP_004,2026-02-21,0,0,0,0,0,0.0,negative,Low,70,140,0,1
CUST_803562,Basic,Health,Email,CAMP_003,2026-03-07,1,0,1,0,1,0.6,neutral,Low,43,78,0,1
